FlyHeight6,FlyHeight7,FlyHeight8,FlyHeight9,FlyHeight10,FlyHeight11,FlyHeight12,class
3230,3041,13011,11526,6353,5836,10803,1
3219,3051,13064,11628,6338,5822,10930,1
3237,3054,12873,11655,6344,5803,10834,1
3233,3061,13080,11628,6377,5843,10898,1
3246,3054,12996,11634,6368,5898,11001,1
3227,3053,13159,11704,6254,5835,10976,1
3053,2794,12173,10798,5695,5277,9989,1
2962,2706,11823,10638,5526,5109,9754,1
2968,2706,11747,10733,5539,5126,9872,1
2964,2711,11822,10672,5539,5136,9975,1
2981,2711,11884,10720,5533,5147,9786,1
2983,2714,11832,10691,5538,5131,9815,1
2991,2720,11882,10653,5532,5103,9851,1
3116,2886,12558,11284,5904,5493,10347,1
3130,2898,12587,11216,5947,5517,10499,1
3105,2879,12447,11219,5915,5481,10398,1
3098,2879,12458,11186,5898,5467,10357,1
3111,2886,12573,11216,5881,5480,10357,1
3115,2892,12448,11229,5900,5487,10407,1
3123,2876,12489,11211,5966,5515,10507,1
3194,3013,12937,11411,6241,5773,10741,1
3222,3049,13048,11684,6360,5837,10738,1
3222,3049,13093,11772,6333,5849,10869,1
3242,3056,12998,11816,6335,5878,10965,1
3229,3040,12915,11573,6290,5809,10865,1
3224,3038,12918,11595,6281,5789,10676,1
3237,3044,12886,11599,6316,5799,10840,1
2920,2680,11999,10880,5500,5100,9848,1
2944,2701,12005,10930,5534,5115,9906,1
2941,2706,12028,10884,5533,5125,9874,1
2939,2678,11986,10873,5518,5120,10035,1
2957,2702,12022,10934,5566,5140,10043,1
2975,2700,12031,10923,5580,5146,9974,1
3070,2858,12550,11442,5888,5471,10408,1
3076,2853,12599,11398,5940,5500,10388,1
3080,2868,12623,11407,5925,5475,10446,1
3075,2850,12548,11555,5914,5495,10524,1
3080,2872,12631,11440,5926,5477,10575,1
3088,2871,12674,11450,5892,5473,10541,1
3111,2915,12777,11569,6019,5547,10534,1
3179,3007,13033,11745,6271,5777,10999,1
3174,3011,12978,12032,6236,5804,10870,1
3191,3031,13068,11887,6302,5841,10897,1
3179,3012,13125,11817,6239,5771,10975,1
3179,3021,13193,11874,6294,5846,11000,1
3190,3015,13112,11801,6258,5806,10962,1
3165,3001,13106,11980,6164,5780,10776,1
2988,2744,12160,11052,5583,5230,10079,1
2943,2697,11970,10854,5481,5083,9838,1
2930,2694,11987,10891,5491,5104,9952,1
2942,2701,11992,11036,5531,5128,9874,1
2942,2691,11885,10841,5479,5095,9778,1
2942,2699,11997,10843,5565,5122,9846,1
2937,2698,11985,10897,5531,5087,9913,1
3063,2859,12661,11437,5872,5460,10385,1
3080,2877,12691,11430,5915,5516,10564,1
3080,2855,12671,11417,5908,5501,10395,1
3070,2877,12669,11501,5926,5491,10409,1
3079,2865,12589,11467,5925,5469,10481,1
3085,2873,12632,11399,5953,5511,10453,1
3116,2901,12783,11601,6023,5582,10521,1
3172,3009,12970,11799,6230,5789,10806,1
3170,3002,13022,11754,6219,5804,10783,1
3169,3003,13005,11796,6252,5782,11000,1
3178,3006,12921,11797,6240,5783,10763,1
3185,3012,13088,11964,6267,5814,10940,1
3175,3002,12976,11868,6216,5776,10975,1
3174,3001,12987,11728,6202,5750,10800,1
3105,2906,12675,11589,6006,5545,10571,1
2925,2651,11872,10582,5456,5031,9852,1
2921,2664,11888,10687,5468,5035,9796,1
2924,2659,11970,10557,5484,5067,9979,1
2925,2664,11982,10778,5505,5083,9951,1
2924,2674,12022,10728,5517,5102,9974,1
2924,2679,12064,10684,5510,5119,9924,1
3047,2832,12582,11163,5838,5417,10404,1
3083,2842,12654,11288,5912,5460,10569,1
3062,2848,12576,11210,5853,5432,10548,1
3053,2829,12625,11125,5867,5389,10334,1
3069,2848,12591,11281,5889,5445,10546,1
3069,2844,12620,11146,5821,5430,10555,1
3095,2887,12810,11437,5965,5559,10753,1
3126,2960,13068,11535,6153,5702,10872,1
3172,2992,12984,11861,6268,5792,10953,1
3158,2995,13006,11632,6208,5725,11003,1
3160,2982,13015,11603,6175,5743,11053,1
3163,2986,13007,11628,6170,5704,10995,1
3166,2984,13070,11526,6211,5753,10980,1
3176,3000,13119,11662,6238,5762,11072,1
3001,2752,12215,10967,5722,5271,10260,1
2926,2686,11930,10695,5470,5050,9785,1
2929,2677,11902,10608,5495,5074,9782,1
2950,2679,11979,10681,5512,5062,9990,1
2921,2678,12015,10726,5512,5081,9987,1
2930,2672,12007,10591,5496,5098,9868,1
2920,2673,12005,10617,5489,5101,9962,1
3038,2819,12545,11129,5774,5368,10535,1
3061,2844,12606,11253,5850,5472,10576,1
3070,2849,12577,11221,5892,5469,10613,1
3076,2837,12517,11115,5870,5425,10615,1
3057,2830,12520,11043,5863,5416,10588,1
3067,2844,12565,11200,5848,5437,10404,1
3058,2844,12507,11176,5869,5448,10510,1
3151,2973,12903,11550,6168,5717,10945,1
3149,2982,13064,11517,6189,5669,10934,1
3169,2996,13153,11716,6232,5742,10894,1
3164,2990,13066,11654,6180,5792,11070,1
3158,2977,12977,11650,6245,5744,10985,1
3164,2983,13023,11505,6200,5687,11013,1
3168,2984,12995,11596,6188,5756,11018,1
2964,2717,11853,10769,5495,5062,9780,1
2981,2717,11959,10669,5522,5095,9835,1
2993,2701,11925,10700,5503,5120,9819,1
2991,2727,11879,10745,5523,5119,9692,1
2970,2726,11969,10759,5549,5172,9986,1
2990,2726,11925,10725,5537,5155,9935,1
3111,2874,12632,11151,5924,5494,10357,1
3111,2867,12561,11154,5883,5475,10289,1
3109,2875,12523,11159,5869,5453,10421,1
3115,2887,12582,11295,5922,5496,10359,1
3117,2875,12404,11169,5869,5472,10364,1
3114,2874,12522,11232,5894,5449,10331,1
3126,2919,12633,11407,6026,5565,10522,1
3204,3019,12876,11555,6135,5754,10811,1
3229,3035,13015,11598,6235,5822,10988,1
3206,3050,13012,11616,6290,5829,10736,1
3219,3039,12903,11656,6245,5801,10924,1
3221,3032,12965,11737,6220,5800,10788,1
3199,3037,12888,11659,6222,5790,10900,1
3195,3011,12865,11661,6201,5757,10877,1
3005,2767,12160,10895,5607,5192,10086,1
2963,2712,11833,10706,5497,5088,9772,1
2983,2716,11892,10690,5491,5095,9793,1
2969,2703,11763,10586,5485,5082,9862,1
2961,2709,11880,10644,5528,5056,9954,1
2976,2720,12004,10737,5521,5135,9864,1
2972,2709,11785,10759,5490,5073,9882,1
3094,2859,12433,11148,5836,5424,10299,1
3113,2887,12662,11276,5928,5451,10569,1
3114,2876,12541,11230,5900,5475,10363,1
3104,2874,12465,11237,5898,5452,10427,1
3110,2880,12502,11235,5894,5488,10443,1
3124,2890,12543,11293,5887,5480,10504,1
3130,2934,12584,11429,6013,5563,10773,1
3206,3015,12905,11676,6233,5736,10804,1
3212,3035,13029,11677,6228,5753,10804,1
3205,3028,12939,11649,6278,5793,10932,1
3196,3036,13045,11729,6224,5807,10847,1
3207,3028,12876,11539,6238,5740,10918,1
3202,3026,12920,11692,6229,5773,10734,1
3209,3021,12981,11732,6203,5745,10830,1
3629,3148,13676,11209,6011,5488,10648,1
3568,3193,14051,11429,6162,5670,10937,1
3621,3215,14057,11444,6209,5687,11181,1
3610,3231,14063,11551,6403,5706,10940,1
3598,3250,14204,11751,6333,5754,11103,1
3595,3199,13762,11383,6238,5628,10899,1
3600,3192,13794,11342,6188,5693,10991,1
3605,3188,13869,11327,6175,5669,10864,1
3611,3181,13927,11408,6203,5653,11042,1
3570,3202,13876,11416,6234,5647,10839,1
3593,3194,13878,11408,6216,5637,10912,1
3585,3180,13851,11339,6203,5614,10999,1
3612,3194,14007,11388,6193,5658,10879,1
3575,3183,13730,11449,6188,5640,10870,1
3610,3188,13919,11500,6196,5658,10816,1
3604,3182,13872,11442,6179,5603,10803,1
3593,3189,13894,11347,6158,5622,10820,1
3580,3191,13805,11405,6187,5610,10821,1
3584,3188,13927,11442,6151,5599,10908,1
3618,3194,13963,11477,6189,5603,10995,1
3602,3200,13929,11548,6197,5635,10935,1
3633,3186,14011,11435,6183,5642,10916,1
3581,3179,13910,11346,6161,5612,10795,1
3635,3185,13907,11367,6278,5618,10747,1
3626,3193,14108,11370,6325,5603,10936,1
3619,3196,14111,11438,6323,5608,10830,1
3634,3187,13971,11398,6323,5621,10896,1
3587,3186,13948,11453,6306,5613,11103,1
3602,3182,13921,11365,6232,5627,11101,1
3610,3185,14033,11293,6172,5637,10949,1
3623,3194,14098,11453,6157,5613,11091,1
3598,3200,13996,11383,6224,5654,10938,1
3626,3197,14022,11370,6203,5635,10788,1
3638,3174,13968,11463,6180,5617,10945,1
3592,3194,13864,11357,6244,5662,10823,1
3605,3193,13916,11515,6249,5662,10659,1
3610,3190,13831,11576,6363,5645,10855,1
3582,3198,13820,11442,6346,5611,10763,1
3594,3182,13855,11504,6326,5638,10844,1
3618,3191,14018,11565,6262,5654,10802,1
3595,3200,13953,11454,6212,5669,10892,1
3680,3170,13512,11231,5987,5459,10511,1
3653,3162,13588,11367,6066,5478,10515,1
3659,3154,13706,11241,6039,5515,10455,1
3676,3160,13588,11227,6013,5482,10509,1
3709,3178,13391,11351,6056,5493,10458,1
3671,3155,13597,11185,6027,5502,10593,1
3652,3276,14210,11757,6465,5834,11084,1
3647,3267,14154,11708,6453,5863,11142,1
3672,3275,14331,11773,6514,5890,11171,1
3621,3259,14064,11732,6433,5793,11159,1
3658,3274,14282,11898,6475,5902,11079,1
3651,3259,14099,11660,6434,5820,10913,1
3663,3285,14291,11792,6718,5938,11148,1
3684,3354,14617,12113,6913,6132,11441,1
3710,3362,14759,12146,6996,6210,11790,1
3707,3386,14582,12284,6983,6189,11518,1
3697,3369,14550,12228,6947,6148,11674,1
3711,3388,14721,12139,7021,6226,11506,1
3747,3381,14787,12277,6995,6149,11717,1
3719,3372,14750,12157,6924,6130,11527,1
3613,3192,13780,11490,6124,5596,10740,1
3657,3154,13671,11258,5937,5425,10439,1
3639,3143,13514,11241,5941,5429,10573,1
3624,3146,13491,11233,5905,5374,10640,1
3640,3177,13691,11183,5941,5394,10581,1
3641,3163,13551,11230,5955,5444,10628,1
3664,3157,13564,11167,5960,5405,10592,1
3639,3246,14116,11559,6530,5756,10930,1
3657,3255,14239,11652,6392,5781,10949,1
3660,3265,14168,11823,6531,5800,11306,1
3639,3281,14115,11750,6538,5780,11252,1
3655,3266,14211,11692,6437,5782,11126,1
3645,3259,14245,11681,6589,5814,11155,1
3669,3277,14247,11776,6447,5849,11270,1
3700,3345,14619,12141,6876,6056,11410,1
3726,3372,14801,12236,7007,6209,11558,1
3717,3371,14844,12045,6897,6184,11629,1
3737,3363,14814,12111,7015,6147,11480,1
3713,3376,14775,12245,6965,6167,11381,1
3712,3365,14755,12119,6945,6132,11475,1
3713,3378,14675,12085,6934,6139,11401,1
3585,3133,13538,11342,6006,5411,10726,1
3593,3121,13477,11392,6007,5388,10489,1
3551,3108,13327,11351,5965,5425,10554,1
3571,3130,13406,11309,5973,5418,10528,1
3565,3140,13445,11455,6030,5435,10570,1
3578,3137,13429,11404,6131,5438,10646,1
3595,3243,14062,11930,6634,5800,11190,1
3615,3227,13977,11840,6641,5772,11159,1
3615,3239,14029,11926,6621,5865,11046,1
3598,3224,14047,11928,6495,5849,11022,1
3580,3215,13964,11895,6598,5822,10933,1
3591,3239,14076,11949,6442,5802,11230,1
3648,3264,14322,12043,6616,5884,11354,1
3673,3331,14638,12342,6992,6120,11530,1
3660,3345,14634,12216,6947,6156,11560,1
3672,3332,14598,12271,7008,6194,11471,1
3681,3352,14603,12322,7038,6201,11599,1
3649,3340,14598,12353,6972,6162,11536,1
3667,3334,14627,12232,7026,6170,11485,1
3656,3327,14523,12281,6756,6121,11533,1
3549,3158,13625,11455,6029,5488,10578,1
3569,3127,13471,11341,5961,5417,10432,1
3550,3110,13410,11310,5944,5384,10447,1
3594,3133,13651,11424,5973,5420,10591,1
3518,3135,13271,11375,6001,5428,10705,1
3548,3150,13548,11446,6029,5427,10604,1
3538,3141,13505,11426,6028,5461,10540,1
3597,3240,14060,11806,6571,5767,11057,1
3614,3226,14075,11924,6602,5784,10968,1
3593,3222,13979,11896,6393,5784,11015,1
3603,3228,14239,11946,6567,5810,11160,1
3593,3218,14013,11872,6579,5814,10997,1
3624,3251,14109,11940,6456,5802,11076,1
3601,3268,14170,12013,6762,5907,11230,1
3648,3326,14608,12376,6969,6120,11443,1
3657,3353,14674,12366,7002,6165,11649,1
3643,3340,14484,12265,7019,6110,11467,1
3656,3339,14642,12278,6974,6148,11546,1
3663,3354,14610,12364,7026,6185,11567,1
3658,3326,14424,12255,6956,6087,11614,1
3653,3327,14631,12198,6973,6076,11466,1
3603,3264,14294,12062,6551,5920,11372,1
3538,3095,13522,11249,5908,5375,10425,1
3536,3133,13500,11338,6036,5426,10449,1
3540,3139,13712,11351,6002,5454,10542,1
3522,3133,13498,11218,5980,5412,10458,1
3561,3139,13498,11411,5930,5423,10557,1
3531,3104,13507,11351,5993,5397,10389,1
3605,3212,14138,11894,6537,5780,11250,1
3597,3231,14202,11843,6550,5782,11140,1
3605,3231,14098,11946,6603,5801,11138,1
3588,3215,14053,11825,6543,5729,10843,1
3602,3212,14054,11765,6525,5745,11021,1
3596,3211,14210,11855,6407,5732,11084,1
3602,3250,14374,11943,6646,5889,11241,1
3634,3316,14555,12239,6820,6031,11157,1
3646,3317,14716,12294,6926,6104,11422,1
3667,3316,14685,12268,6949,6106,11539,1
3648,3329,14633,12263,6914,6108,11507,1
3658,3327,14614,12319,6957,6126,11578,1
3650,3321,14615,12267,6956,6155,11578,1
3646,3324,14677,12338,6919,6112,11548,1
3580,3167,13892,11654,6100,5586,10708,1
3597,3099,13515,11320,5875,5356,10370,1
3635,3130,13720,11455,6094,5425,10463,1
3600,3131,13438,11342,5937,5411,10509,1
3625,3135,13652,11395,5956,5432,10440,1
3614,3118,13519,11463,5944,5479,10783,1
3600,3133,13505,11359,5945,5443,10533,1
3584,3217,14176,11809,6554,5780,11070,1
3581,3227,14106,11844,6544,5765,10969,1
3621,3205,14196,11907,6536,5780,11068,1
3603,3218,14142,11864,6363,5762,11020,1
3577,3207,14107,11804,6473,5714,10880,1
3586,3226,14072,11782,6524,5766,10911,1
3604,3222,14321,11921,6386,5794,11158,1
3611,3310,14465,12228,6806,6003,11338,1
3648,3328,14749,12222,6953,6140,11449,1
3653,3302,14735,12269,6936,6126,11630,1
3668,3329,14727,12368,6980,6143,11572,1
3653,3327,14473,12236,6952,6124,11482,1
3644,3312,14604,12276,6930,6092,11320,1
3668,3321,14858,12230,6963,6138,11455,1
3622,3152,13430,11238,5971,5396,10495,1
3630,3186,13574,11452,6052,5493,10326,1
3607,3171,13432,11343,6032,5452,10448,1
3614,3166,13406,11212,6023,5435,10407,1
3615,3179,13615,11229,6052,5478,10403,1
3559,3182,13410,11325,6056,5503,10597,1
3656,3269,14017,11868,6632,5854,10867,1
3661,3271,14096,11827,6612,5848,11069,1
3670,3279,14039,11989,6672,5855,11096,1
3616,3257,13984,11770,6477,5793,10964,1
3620,3250,14035,11752,6581,5814,11027,1
3663,3273,14156,11934,6658,5840,10899,1
3663,3281,14181,11950,6567,5897,11116,1
3707,3368,14580,12140,7000,6130,11427,1
3704,3355,14572,12293,6991,6176,11345,1
3703,3380,14556,12237,7005,6176,11504,1
3709,3379,14432,12309,7012,6192,11510,1
3710,3369,14577,12374,7045,6174,11404,1
3714,3358,14636,12296,6834,6203,11480,1
3696,3314,14424,12105,6909,6107,11308,1
3623,3170,13580,11518,6061,5543,10606,1
3588,3156,13421,11397,5942,5420,10451,1
3600,3161,13407,11307,5991,5451,10277,1
3633,3169,13442,11352,6007,5436,10599,1
3578,3166,13417,11329,5964,5450,10368,1
3607,3169,13457,11373,6007,5482,10462,1
3598,3168,13522,11432,6027,5483,10485,1
3650,3264,14140,11956,6436,5843,11180,1
3665,3264,14090,11929,6625,5844,11013,1
3651,3258,13985,11814,6571,5814,10969,1
3657,3245,14099,11812,6431,5840,11004,1
3667,3253,14157,11886,6657,5833,11156,1
3654,3281,14078,11832,6457,5825,10915,1
3668,3309,14302,11979,6702,5908,11153,1
3655,3338,14517,12207,6905,6039,11317,1
3704,3363,14529,12324,7021,6184,11522,1
3708,3361,14542,12214,7019,6148,11524,1
3696,3366,14507,12417,7079,6186,11483,1
3722,3375,14654,12422,7032,6173,11480,1
3708,3354,14545,12324,7039,6189,11413,1
3713,3359,14478,12217,7017,6145,11373,1
3535,3182,13895,11619,6353,5607,11040,1
3620,3247,14165,11753,6741,5690,10946,1
3559,3217,13945,11555,6456,5628,10881,1
2779,2664,11895,10986,5572,5021,10229,1
2807,2678,11958,11167,5606,5049,10446,1
2802,2685,11944,11177,5607,5039,10115,1
2907,2797,12399,11419,5864,5287,10670,1
2917,2787,12625,11481,5871,5318,10822,1
2871,2739,12301,11298,5795,5144,10696,1
2850,2722,12233,11320,5778,5166,10399,1
2860,2723,12237,11201,5755,5190,10364,1
2850,2732,12235,11322,5734,5159,10542,1
2861,2727,12271,11243,5761,5190,10374,1
2862,2726,12256,11336,5762,5150,10517,1
2855,2724,12274,11213,5762,5177,10392,1
2859,2732,12303,11343,5755,5203,10391,1
2866,2721,12251,11332,5763,5203,10525,1
2862,2729,12195,11256,5755,5206,10568,1
2791,2675,11930,11009,5640,5051,10247,1
2814,2677,12014,11072,5631,5054,10288,1
2820,2672,12040,11067,5675,5042,10333,1
2809,2666,12054,10995,5655,5099,10340,1
2810,2674,11937,11105,5666,5052,10209,1
2824,2671,11964,11008,5649,5067,10145,1
2808,2671,11998,10960,5632,5067,10391,1
2811,2669,12008,10941,5630,5081,10307,1
2816,2678,12007,10983,5628,5033,10233,1
2793,2680,11984,10984,5663,5068,10245,1
2816,2673,12035,10988,5641,5079,10224,1
2807,2675,12083,11018,5657,5051,10197,1
2799,2683,12012,10970,5629,5071,10237,1
2798,2680,11983,11106,5667,5063,10365,1
2801,2668,12005,11024,5645,5072,9992,1
2809,2670,11949,10950,5657,5066,10134,1
2804,2679,11996,11005,5646,5065,10233,1
2816,2676,12049,11123,5656,5058,9987,1
2812,2659,12076,10969,5652,5069,10032,1
2832,2701,12213,11016,5694,5093,10412,1
2837,2691,12207,11258,5720,5172,10263,1
2838,2705,12270,11034,5690,5081,10488,1
2842,2705,12088,11212,5735,5142,10358,1
2846,2709,12139,11177,5743,5120,10461,1
2833,2705,12167,11101,5721,5100,10361,1
2851,2695,12229,11175,5711,5173,10294,1
2765,2628,11736,10863,5521,4951,9837,1
2775,2613,11770,10797,5535,4921,9935,1
2759,2631,11671,10757,5505,4951,9931,1
2760,2625,11713,10839,5525,4905,9833,1
2780,2630,11903,10751,5553,4957,10013,1
2769,2633,11822,10863,5544,4954,9984,1
2900,2770,12403,11336,5885,5280,10571,1
2894,2781,12308,11415,5975,5282,10536,1
2900,2794,12494,11493,5972,5327,10779,1
2909,2774,12452,11394,5955,5295,10665,1
2899,2777,12293,11441,5896,5309,10579,1
2915,2777,12531,11389,5956,5340,10463,1
2960,2836,12774,11605,6072,5411,10850,1
3033,2918,12649,11834,6266,5589,10969,1
3051,2926,12734,11821,6294,5611,11037,1
3054,2924,12871,11938,6337,5661,11290,1
3049,2937,12883,11979,6346,5604,11008,1
3047,2930,12862,11776,6285,5594,11064,1
3042,2932,12776,11907,6296,5616,11165,1
3023,2911,12625,11815,6231,5565,11219,1
2817,2682,11926,11134,5602,4996,10338,1
2746,2616,11672,10668,5424,4922,9953,1
2766,2620,11689,10784,5469,4913,9937,1
2751,2621,11677,10698,5468,4903,10008,1
2772,2627,11779,10814,5478,4889,9816,1
2774,2622,11740,10714,5474,4882,9799,1
2771,2621,11800,10844,5504,4949,9928,1
2895,2766,12322,11247,5844,5249,10642,1
2886,2760,12250,11320,5840,5244,10421,1
2898,2784,12416,11502,5883,5254,10524,1
2898,2793,12392,11417,5880,5276,10467,1
2900,2774,12378,11464,5892,5280,10725,1
2904,2766,12456,11452,5895,5284,10586,1
2917,2802,12358,11470,5911,5276,10637,1
3035,2925,12836,11838,6257,5578,11008,1
3049,2915,12887,11827,6269,5618,11123,1
3061,2936,12887,11941,6312,5613,10973,1
3058,2919,12918,11901,6340,5650,11195,1
3041,2914,12770,11736,6266,5586,11173,1
3041,2912,12702,11815,6255,5596,11070,1
2739,2608,11751,10881,5471,4897,9899,1
2727,2591,11851,10882,5486,4921,10019,1
2718,2596,11840,10970,5512,4912,10120,1
2725,2605,11837,10835,5450,4884,9901,1
2739,2607,11895,10935,5467,4875,10086,1
2735,2609,11888,11038,5497,4888,9998,1
2895,2756,12464,11585,5894,5285,10650,1
2880,2761,12503,11559,5922,5315,10769,1
2883,2762,12534,11521,5895,5318,10654,1
2876,2759,12555,11569,5923,5287,10595,1
2885,2744,12608,11572,5914,5303,10812,1
2878,2754,12469,11521,5885,5282,10655,1
2918,2803,12744,11720,6015,5396,10831,1
3012,2891,13096,12014,6279,5618,10999,1
3014,2899,13018,12061,6307,5652,11211,1
3018,2898,12976,12132,6338,5641,11183,1
3020,2895,13016,12032,6279,5598,11336,1
3014,2894,13001,12028,6268,5619,11225,1
3000,2884,12988,11996,6265,5605,11023,1
2872,2750,12507,11586,5894,5299,10664,1
2743,2596,11841,10929,5503,4938,10024,1
2745,2590,11925,10869,5471,4904,10017,1
2755,2596,11858,10991,5439,4892,9796,1
2726,2605,11824,10966,5403,4890,10176,1
2749,2595,12019,10969,5467,4917,10046,1
2741,2609,11939,10912,5504,4866,9940,1
2820,2694,12135,11267,5834,5070,10379,1
2889,2748,12481,11511,5963,5308,10533,1
2884,2751,12590,11660,5983,5295,10640,1
2891,2766,12542,11619,6012,5315,10683,1
2889,2751,12553,11533,5980,5318,10822,1
2881,2757,12505,11466,5957,5293,10853,1
2884,2763,12568,11580,5968,5342,10811,1
3002,2886,12995,12035,6345,5642,11138,1
2997,2894,12930,12049,6326,5593,11257,1
3008,2881,13018,12032,6311,5581,11280,1
3008,2905,12989,12040,6280,5610,11039,1
3010,2901,12884,12037,6328,5635,11322,1
2916,2816,12651,11737,6066,5418,10847,1
2708,2573,11737,10661,5412,4851,9920,1
2715,2561,11691,10649,5426,4845,9767,1
2737,2577,11863,10712,5455,4850,9905,1
2717,2582,11804,10731,5446,4881,10106,1
2729,2592,11694,10664,5448,4830,9955,1
2721,2585,11845,10773,5461,4845,10071,1
2864,2749,12325,11421,5862,5275,10523,1
2881,2738,12514,11449,5885,5265,10554,1
2864,2716,12408,11351,5868,5270,10598,1
2873,2740,12318,11363,5849,5242,10588,1
2871,2731,12526,11312,5864,5268,10588,1
2858,2736,12421,11418,5878,5275,10693,1
2904,2784,12585,11638,6006,5318,10760,1
2994,2877,12860,11745,6174,5547,11013,1
3003,2873,12908,11896,6243,5582,11210,1
3016,2887,12967,11899,6267,5636,11191,1
3007,2890,12982,11908,6267,5579,11180,1
3004,2894,12949,11779,6266,5596,11348,1
2997,2881,12949,11843,6226,5605,10992,1
2944,2839,12728,11637,6087,5439,11059,1
2738,2590,11802,10791,5512,4889,9921,1
2732,2581,11901,10869,5475,4875,9991,1
2749,2590,11853,10873,5487,4852,10208,1
2743,2596,11845,10893,5521,4915,10003,1
2724,2590,11727,10830,5478,4912,10137,1
2713,2578,11750,10635,5457,4838,10069,1
2723,2590,11871,10836,5530,4930,10248,1
2853,2726,12448,11277,5846,5237,10567,1
2864,2725,12354,11275,5891,5235,10634,1
2866,2744,12346,11385,5910,5214,10497,1
2868,2742,12317,11267,5877,5263,10623,1
2864,2741,12471,11400,5901,5263,10577,1
2877,2745,12478,11299,5980,5263,10662,1
2943,2794,12666,11525,6104,5403,10908,1
3003,2889,12954,11801,6294,5600,11029,1
2996,2873,12943,11846,6261,5621,11114,1
3012,2885,12881,11768,6221,5555,11153,1
2998,2884,13009,11847,6288,5599,11114,1
2999,2885,12861,11828,6254,5606,11286,1
3005,2882,12929,11880,6310,5619,11103,1
